id,unit,name,start,end,agency,acres,cause
TGU-803,Mendocino NFMNF--154,Town,2000-03-31,4/5/2000,USFS,1500,escape control
MNF-177,Mendocino NF,Cabbage,2000-04-01,4/1/2000,USFS,1540,?
TGU-851,Mendocino NF MNF_178,Franklin,2000-04-02,4/3/2000,USFS,400,na
LMU-630,Lassen NF,PNF 151 (Robinson),2000-04-04,4/5/2000,USFS,500,na
BDU-4016,Mono County,Assist (Azusa),2000-05-29,6/1/2000,USFS,740,Campfire
TUU-4863,Tulare,Elephant,2000-06-01,6/1/2000,CDF,497,Control Burn
ANF-2059,Los Angeles,Dry,2000-06-06,6/6/2000,USFS,356,Under Invest.
VNC-14831,Ventura,Calabasas,2000-06-11,6/11/2000,CC,800,Under Invest.
LNU-3087,Napa,Berryessa,2000-06-13,6/16/2000,CDF,5731,Equip. Use
BTU-5945,Butte,Larkin,2000-06-13,6/13/2000,CDF,475,Under Invest.
TUU-5549,Tulare,Lindsay,2000-06-18,6/18/2000,CDF,400,Arson
VNC-16413,Ventura,Telegraph,2000-06-26,6/26/2000,CC,400,Equip. Use
VNC-16413,Ventura,Telegraph,2000-06-26,6/26/2000,CC,400,Equip. Use
TUU-5954,Tulare,Richgrove,2000-06-28,6/28/2000,CDF,450,Elec. Power
TUU-5954,Tulare,Richgrove,2000-06-28,6/28/2000,CDF,450,Elec. Power
MVU-4431,San Diego (exp002 in),Barrett,2000-06-29,6/30/2000,CDF,2000,Under Invest.
MVU-4431,San Diego (exp002 in),Barrett,2000-06-29,6/30/2000,CDF,2000,Under Invest.
MMU-9447,Mariposa,Granite,2000-07-02,7/4/2000,CDF,2000,Shooter
MMU-9447,Mariposa,Granite,2000-07-02,7/4/2000,CDF,2000,Shooter
BDU-5166,San Bernardino,Citrus,2000-07-03,7/4/2000,CDF,600,Under Invest.
BDU-5166,San Bernardino,Citrus,2000-07-03,7/4/2000,CDF,600,Under Invest.
BDU-5318,San Bernardino,Assist (Morgan),2000-07-07,7/8/2000,USFS,300,Under Invest.
BDU-5318,San Bernardino,Assist (Morgan),2000-07-07,7/8/2000,USFS,300,Under Invest.
TUU-6521,Tulare,Success,2000-07-09,7/9/2000,CDF,320,Arson
TUU-6521,Tulare,Success,2000-07-09,7/9/2000,CDF,320,Arson
LMU-1817,Lassen,Goat,2000-07-17,7/20/2000,CDF,1084,Campfire
LMU-1817,Lassen,Goat,2000-07-17,7/20/2000,CDF,1084,Campfire
SKU-2492,Siskiyou,Bark KNF Assist #12,2000-07-21,7/26/2000,USFS,1715,Under Invest.
SKU-2492,Siskiyou,Bark KNF Assist #12,2000-07-21,7/26/2000,USFS,1715,Under Invest.
BBD-1891,San Luis Obispo,Shell,2000-07-22,7/22/2000,USFS,6300,Under Invest.
BBD-1891,San Luis Obispo,Shell,2000-07-22,7/22/2000,USFS,6300,Under Invest.
MVU-5080,San Diego,Assist #18 Buckman,2000-07-22,7/22/2000,USFS,300,Under Invest.
MVU-5080,San Diego,Assist #18 Buckman,2000-07-22,7/22/2000,USFS,300,Under Invest.
BDU-5882,Inyo fire #168,Happy Camp,2000-07-23,7/28/2000,BLM,5500,Under Invest.
BDU-5882,Inyo fire #168,Happy Camp,2000-07-23,7/28/2000,BLM,5500,Under Invest.
SQF-1883,Tulare,Manter,2000-07-24,8/9/2000,USFS,74439,Under Invest.
SQF-1883,Tulare,Manter,2000-07-24,8/9/2000,USFS,74439,Under Invest.
LNU-4423,Lake-Napa,Morgan,2000-07-26,7/27/2000,CDF,3283,Undetermined
SKU-2574,Siskiyou,Corp. #13,2000-07-26,7/26/2000,CDF,813,Railroad
SCU-2756,Santa Clara,Patterson,2000-07-26,7/27/2000,CDF,432,Undetermined
SCU-2756,Santa Clara,Patterson,2000-07-26,7/27/2000,CDF,432,Undetermined
RRU-48329,Riverside,State (Pachenga),2000-07-29,8/9/2000,CDF,11900,Under Invest.
LMU-2018,Nevada (State),Arrowcreek,2000-08-01,8/1/2000,NEVADA,2900,na
BDU-6114,Mono County,Golden II,2000-08-01,8/8/2000,BLM,2150,Lightning
TUU-7396,Kern County (Tulare),Chance,2000-08-01,8/5/2000,CC,1200,Lightning
LMU-2017,Nevada (State),Redrock,2000-08-01,8/1/2000,NEVADA,1000,Lightning
TUU-7440,Kern County (Tulare),King,2000-08-02,8/9/2000,CC,3243,Lightning
LNU-4679,Yolo,Winters,2000-08-02,8/2/2000,CDF,380,Undetermined
NEU-11785,Placer,Drivers,2000-08-02,8/4/2000,CDF,360,Under Invest.
TUU-73431,Kern County (Tulare),Peak,2000-08-02,8/4/2000,CC,300,Lightning
BEU-2783,San Benito,Northfork (5 EXP.),2000-08-03,8/7/2000,CDF,1773,Equip. Use
BDU-6121,Inyo NF,Sawmill,2000-08-03,8/3/2000,USFS,350,Lightning
TCU-4955,Calaveras,Parrotts,2000-08-05,8/6/2000,CDF,700,Undetermined
MMU-11933,Merced,Romero,2000-08-09,9/9/2000,CDF,1200,Undetermined
FKU-8628,Fresno,Highway,2000-08-13,8/17/2000,CDF,700,Arson
SHU-6728,Shasta,Union,2000-08-14,8/15/2000,CDF,350,Equip. Use
BTU-9072,Plumas,Storrie,2000-08-17,9/9/2000,USFS,55261,Railroad
SKU-3009,Siskiyou,"Corp. #15, Cooley",2000-08-17,8/17/2000,CDF,600,Railroad
SLU-3684,San Luis Obispo,Blech,2000-08-21,8/21/2000,CDF,463,Undetermined
MMU-12981,Mariposa,Hunter,2000-08-27,9/4/2000,CDF,8084,Equip. Use
MMU-12981,Mariposa,Hunter,2000-08-27,9/4/2000,CDF,8084,Equip. Use
FKU-9369,Fresno,FKU 9369,2000-08-30,8/31/2000,LOCAL,300,Undetermined
FKU-9369,Fresno,FKU 9369,2000-08-30,8/31/2000,LOCAL,300,Undetermined
RRU-58237,Riverside fire#1454,Black Ranch,2000-09-09,9/11/2000,CDF,475,Shooting
RRU-58237,Riverside fire#1454,Black Ranch,2000-09-09,9/11/2000,CDF,475,Shooting
ORC-50963,Orange,TRW Fire,2000-09-10,9/10/2000,CC,480,Under Invest.
ORC-50963,Orange,TRW Fire,2000-09-10,9/10/2000,CC,480,Under Invest.
SBC-5687,Santa Barbara,Harris,2000-09-13,9/18/2000,CC,9700,Under Invest.
SBC-5687,Santa Barbara,Harris,2000-09-13,9/18/2000,CC,9700,Under Invest.
BDU-7525,Los Angeles LAC162392,Yucca,2000-09-13,9/13/2000,CC,868,Under Invest.
BDU-7525,Los Angeles LAC162392,Yucca,2000-09-13,9/13/2000,CC,868,Under Invest.
BDU-8329,Los Angeles,Paradise,2000-09-13,9/13/2000,USFS,427,Under Invest.
BDU-8329,Los Angeles,Paradise,2000-09-13,9/13/2000,USFS,427,Under Invest.
MVU-6514,San Diego,Lyons,2000-09-13,9/14/2000,USFS,400,Arson
MVU-6514,San Diego,Lyons,2000-09-13,9/14/2000,USFS,400,Arson
BTU-10476,Butte,Concow,2000-09-19,9/22/2000,CDF,1835,Equip. Use
BTU-10476,Butte,Concow,2000-09-19,9/22/2000,CDF,1835,Equip. Use
LNU-6288,Yolo,Sixteen,2000-09-21,7/9/2002,CDF,400,Arson
LNU-6288,Yolo,Sixteen,2000-09-21,7/9/2002,CDF,400,Arson
TGU-3715,Tehama (3 exp),Weinstein,2000-09-29,10/2/2000,CDF,8284,escape control
TGU-3715,Tehama (3 exp),Weinstein,2000-09-29,10/2/2000,CDF,8284,escape control
FKU-10923,Fresno,Worsham,2000-10-06,10/6/2000,LOCAL,500,Vehicle
FKU-10923,Fresno,Worsham,2000-10-06,10/6/2000,LOCAL,500,Vehicle
LNU-7151,Lake,Hidden,2000-10-21,10/27/2000,CDF,4500,Elec. Power
LNU-7151,Lake,Hidden,2000-10-21,10/27/2000,CDF,4500,Elec. Power
AEU-14243,El Dorado,Latrobe,2000-10-21,10/21/2000,CDF,750,Elec. Power
AEU-14243,El Dorado,Latrobe,2000-10-21,10/21/2000,CDF,750,Elec. Power
FKU-19,Sequoia NF,USFS #1,2001-01-01,1/4/2001,USFS,303,na
MVU-53,San Diego,Viejas,2001-01-03,1/8/2001,CDF,10353,Smoking
SKU-1500,Siskiyou,Jones,2001-05-09,5/14/2001,USFS,1440,Debris
TGU-2166,Tehama,M-9 Fire,2001-05-09,5/9/2001,USFS,351,Under Invest.
BTU-5556,Butte,Larkin,2001-05-20,5/21/2001,LOCAL,400,Equip. Use
LMU-00993,Lassen-Modoc,Hilton,2001-05-20,5/23/2001,CDF,390,Debris
SQF-622,Tulare,White,2001-05-23,5/26/2001,USFS,332,Under Invest.
LMU-01100,Lassen,Devil,2001-05-27,6/1/2001,CDF,4400,Equip. Use
TGU-2791,Tehama,Freeman,2001-05-29,5/29/2001,CDF,390,Vehicle
SHU-4405,Trinity,Big,2001-06-02,6/3/2001,USFS,800,Under Invest.
4269 no rept.,Imperial,Powerline,2001-06-03,6/3/2001,BLM,777,Under Invest.
HUU-002020,Humboldt,Flat,2001-06-05,6/5/2001,CDF,300,Campfire
AEU-8312,Amador,Jackson,2001-06-13,6/13/2001,CDF,2240,Welding
MMU-9668,Madera-Mariposa,165,2001-06-13,6/13/2001,LOCAL,1500,Undetermined
MMU-9668,Merced,Assist SNF-562,2001-06-13,6/13/2001,LOCAL,1200,Under Invest.
BEU-2101,San Benito,San Benito Cattle Co.,2001-06-13,6/13/2001,CDF,580,Arson
MMU-9689,Merced,Merced Falls Fire,2001-06-13,6/14/2001,CDF,400,Weadeater
TGU-3132,Tehama,Hog,2001-06-13,6/13/2001,CDF,340,Equip. Use
BDU-4825,San Bernardino,Hemlock,2001-06-14,6/20/2001,USFS,1074,Escape
MMU-9893,Merced,Pacheco,2001-06-16,6/17/2001,CDF,1550,Vehicle
BDU4918,San Bernardino,Shinn,2001-06-16,6/18/2001,USFS,300,Under Invest.
NEU-9855,Nevada,Martis,2001-06-17,7/1/2001,DF/USF,14500,Campfire
TGU-3255,Tehama,Red Bank,2001-06-17,6/17/2001,CDF,650,Vehicle
RRU-41162,Riverside Palm Spgs.,Tram,2001-06-17,6/18/2001,CDF,393,Arson
SQF-1152,Kern,Canyon,2001-06-18,6/19/2001,USFS,566,Under Invest.
RRU-42668,Riverside,Watkins,2001-06-23,6/24/2001,CDF,1407,Arson
MEU-4411,Mendocino,Ridge,2001-06-23,6/25/2001,CDF,610,Equip. Use
SQF-1225,Tulare Sequoia NF,Democrat,2001-06-23,6/25/2001,USFS,550,Under Invest.
AEU-8916,Amador,Bevan,2001-06-23,6/23/2001,CDF,500,Equip. Use
TUU-6158,Tulare,Vander Bowen,2001-06-29,6/29/2001,CDF,596,Vehicle
MMU-10898,Merced,McNamammara,2001-07-01,7/1/2001,LOCAL,700,Undetermined
BDU5620,Inyo NF,McLaughlin,2001-07-02,7/5/2001,USFS,2900,Lightning
TCU-4586,Calaveras,Lake,2001-07-03,7/3/2001,CDF,550,Misc.
AEU-9653,Sacramento,Payen,2001-07-05,7/5/2001,CDF,300,Elec. Power
AEU-9735,Amador,Sixteen,2001-07-06,7/6/2001,CDF,550,Undetermined
RRU-47010,Riverside,Ballinger,2001-07-09,7/9/2001,CDF,350,Undetermined
RRU-47545,Riverside,Silent,2001-07-11,7/12/2001,CDF,548,Equip. Use
YNP-1655,Mariposa/Yosemite NP,Hoover Complex,2001-07-13,7/13/2001,NPS,8007,Lightning
MMU-11907,Merced,Crane,2001-07-16,7/16/2001,LOCAL,900,Under Invest.
RRU-50309,Riverside,Reche,2001-07-22,7/23/2001,CDF,1798,Vehicle
MMU-12399,Mariposa/SNF,Briceburg,2001-07-24,7/25/2001,CDF,800,Under Invest.
BTU-8762,Lassen,Stream,2001-07-26,7/26/2001,USFS,3560,Lightning
BDU-6307,San Bernardino,Shelby,2001-07-27,7/28/2001,CDF,729,Railroad
SHU-7073,Shasta,Powerhouse,2001-07-28,8/1/2001,CDF,490,Undetermined
AEU-11228,Sacramento,Clay,2001-07-31,7/31/2001,CDF,535,Misc.
SCU-3270,Stanislaus,Del Puerto,2001-08-03,8/4/2001,CDF,400,Campfire
MNF-667,"Mendocino NF/Colusa,Glenn",Trough,2001-08-08,8/20/2001,USFS,24970,Undetermined
LMU-2549,Modoc,Modoc Complex,2001-08-08,8/8/2001,USFS,5367,Lightning
NOD-2187,Modoc,Cowhead/BLM D438,2001-08-08,8/9/2001,BLM,1670,Lightning
LMU-2178,Lassen,BLM D431 Shaffer,2001-08-08,8/8/2001,BLM,1100,Lightning
LMU-2228,Lassen,Observation,2001-08-09,8/12/2002,USFS,67700,Lightning
LMU-2248,Modoc NF,Blue Complex,2001-08-09,8/10/2002,USFS,37950,Lightning
SHU-7419,Shasta,East Fire,2001-08-09,8/10/2001,CDF,624,Elec. Power
BDU-6857,Mono,Assist Crater,2001-08-12,8/15/2001,USFS,5800,Lightning
NEU-14033,Placer/Tahoe NF,GAP,2001-08-12,8/17/2001,USFS,2462,Under Invest.
NEU-14053,Nevada Desert,Buzz,2001-08-12,8/12/2001,BLM,2206,Lightning
MVU-5576,Cleveland NF/MVU,Orosco,2001-08-14,8/15/2001,DF/USF,813,Under Invest
NEU-14446,Placer,Ponderosa,2001-08-17,8/23/2001,CDF,2780,Vehicle
MMU-14026,Mariposa/Tuolumne,Creek,2001-08-18,8/24/2001,CDF,11095,Arson
TCU- 6112,Calaveras,Leonard,2001-08-19,8/25/2001,CDF,5167,Equip. Use
FKU-10044,Sequoia NF/Fresno,Highway,2001-08-19,8/29/2001,USFS,4152,Arson
MMU-14176,Madera,North Fork,2001-08-20,8/20/2001,CDF,2930,Under Invest.
AEU-12745,El Dorado,Star,2001-08-25,9/22/2001,USFS,16761,Under Invest.
SHU-7984,Trinity,Oregon,2001-08-28,8/31/2001,CDF,1680,Undetermined
SHU-8086,Trinity,Hyampon,2001-08-31,9/5/2001,USFS,1065,Undetermined
TCU-6632,Calaveras,Darby,2001-09-05,9/24/2001,CDF,14280,Undetermined
BTU- 10696,Butte,Poe,2001-09-06,9/12/2001,CDF,8333,Elec. Power
KNF-3902,Siskiyou,Happy Camp Cmplx,2001-09-14,10/10/2001,USFS,8500,Lightning
BDU-8983,Angeles NF,Stables,2001-10-12,10/15/2001,USFS,6544,Under Invest.
BTU-12700,Butte,HWY 70,2001-10-24,10/26/2001,CDF,1711,Arson
TCU-8044,Calaveras,Moore,2001-10-27,10/31/2001,CDF,580,Undetermined
MMU-18913,Merced,Crane,2001-11-02,11/2/2001,LOCAL,330,Undetermined
MVU-8827,San Diego,Bell,2001-12-08,12/11/2001,CDF,1204,Undetermined
RRU-10403,Riverside,Green (State),2002-02-09,2/13/2002,CDF,2400,Elec. Power
MVU-1024,San Diego,Gavilan Fire,2002-02-10,2/15/2002,CDF,5763,VMP Burn
BDU-1909,Inyo,Tecopa,2002-03-05,3/5/2002,BLM,300,n/a
MMU-4085,Madera,Nicholas,2002-03-16,3/16/2002,LOCAL,12000,Debris Burning
RRU-20299,Riverside,Cajalco,2002-03-17,3/17/2002,CDF,575,Undetermined
MVU-2043,San Diego,Aliso,2002-03-21,3/22/2002,MIL,2400,Under Invest.
BDU-2403,Inyo,Airport,2002-03-22,3/24/2002,CDF,846,Undetermined
MVU-2592,San Diego,Bell (Outside Origin),2002-04-13,4/14/2002,CDF,350,Undetermined
RRU-29527,Orange/RRU,Evening Fire,2002-04-21,4/23/2002,CC,657,PWF
HUU-26808,Del Norte,Kellogg,2002-04-28,4/28/2002,CDF,300,Vehicle
MMU-7167,Merced,Myers,2002-05-07,5/7/2002,CDF,320,Undetermined
MMU-7167,Merced,Myers,2002-05-07,5/7/2002,CDF,320,Undetermined
FKU-5607,Fresno,Tivy,2002-05-09,5/10/2002,CDF,680,Elec. Power
FKU-5607,Fresno,Tivy,2002-05-09,5/10/2002,CDF,680,Elec. Power
ANF-1534,Angeles NF,Bouquet,2002-05-11,5/13/2002,USFS,4977,Undetermined
ANF-1534,Angeles NF,Bouquet,2002-05-11,5/13/2002,USFS,4977,Undetermined
CNF-795,Cleveland NF,Mateo,2002-05-13,5/13/2002,USFS,1500,Undetermined
CNF-795,Cleveland NF,Mateo,2002-05-13,5/13/2002,USFS,1500,Undetermined
RRU-35797,Riverside/Orange Co.,State 925 (Antonio),2002-05-13,5/15/2002,CDF,1472,Undetermined
RRU-35797,Riverside/Orange Co.,State 925 (Antonio),2002-05-13,5/15/2002,CDF,1472,Undetermined
MMU-8182,Merced,Ahlem,2002-05-23,5/23/2002,LOCAL,6000,Undetermined
MMU-8182,Merced,Ahlem,2002-05-23,5/23/2002,LOCAL,6000,Undetermined
BDU-4432,Los Angeles,Shannon,2002-05-23,5/23/2002,CC,356,Undetermined
BDU-4432,Los Angeles,Shannon,2002-05-23,5/23/2002,CC,356,Undetermined
BDU-4700,San Bernardino NF,Arrowhead,2002-05-31,6/5/2002,USFS,2688,Under Invest.
BDU-4700,San Bernardino NF,Arrowhead,2002-05-31,6/5/2002,USFS,2688,Under Invest.
LPF-869,Ventura (Las Padres,Wolf,2002-06-01,6/14/2002,USFS,21645,Under Invest.
LPF-869,Ventura (Las Padres,Wolf,2002-06-01,6/14/2002,USFS,21645,Under Invest.
SQF- 1009,Sequoia NF,Rocky(will do),2002-06-02,6/4/2002,USFS,498,Under Invest.
SQF- 1009,Sequoia NF,Rocky(will do),2002-06-02,6/4/2002,USFS,498,Under Invest.
RRU-40281,BDF Riverside,Bee,2002-06-02,6/2/2002,USFS,432,Under Invest.
RRU-40281,BDF Riverside,Bee,2002-06-02,6/2/2002,USFS,432,Under Invest.
BDU-4974,Los Angeles,Copper,2002-06-05,6/12/2002,USFS,23407,Under Invest.
BDU-4974,Los Angeles,Copper,2002-06-05,6/12/2002,USFS,23407,Under Invest.
BTU-6327,Butte,Skyway,2002-06-08,6/9/2002,CDF,2000,Under Invest.
BTU-6327,Butte,Skyway,2002-06-08,6/9/2002,CDF,2000,Under Invest.
AEU-8140,Amador,Twin,2002-06-08,6/8/2002,CDF,300,Undetermined
AEU-8140,Amador,Twin,2002-06-08,6/8/2002,CDF,300,Undetermined
SLU-2909,San Luis Obispo,Davis,2002-06-09,6/9/2002,CDF,2118,Rekindle
SLU-2909,San Luis Obispo,Davis,2002-06-09,6/9/2002,CDF,2118,Rekindle
NEU-8324,Yuba,Field,2002-06-09,6/11/2002,CDF,945,Under Invest.
AEU-8240,Amador,Pony,2002-06-09,6/9/2002,CDF,720,Elec. Power
FKU-7156,Fresno,Area,2002-06-09,6/10/2002,CDF,400,Elec. Power
FKU-7156,Fresno,Area,2002-06-09,6/10/2002,CDF,400,Elec. Power
SKU-1997,Siskiyou,Forks,2002-06-12,6/15/2002,USFS,1400,Under Invest.
TUU-5894,Tulare,State of Calif. #24,2002-06-14,6/14/2002,LOCAL,641,Vehicle
TUU-5931,Kern,Borel,2002-06-15,6/17/2002,CC,3430,Under Invest.
BDU-5283,San Bernardino,Bluecut,2002-06-16,6/22/2002,USFS,6864,Under Invest.
VAF-0364,Santa Barbara (Vand,Sudden Ranch,2002-06-17,6/19/2002,CC,7782,Under Invest.
ANF-1949,Los Angeles,Copo,2002-06-18,6/21/2002,USFS,1460,Under Invest.
SCU-2228,Alameda,Vieux,2002-06-18,6/18/2002,CDF,1029,Elec. Power
RRU-44585,Riverside,Mias (need correct),2002-06-18,6/22/2002,CDF,565,Under Invest.
MVU-4450,San Diego,Troy(4 exp rept with,2002-06-19,6/22/2003,CDF,1188,Campfire
MMU-10060,Madera,Box,2002-06-19,6/19/2002,LOCAL,300,Smoking
TUU-6214,Tulare,Stage,2002-06-22,6/22/2002,CDF,1100,Equip. Use
BDU-5640,San Bernardino,Louisiana,2002-06-26,6/30/2002,USFS,6574,Under Invest.
MMU-10594,Madera,600,2002-06-27,6/27/2002,LOCAL,448,Equip. Use
AEU-9828,El Dorado,Gondola,2002-07-03,7/7/2002,USFS,670,Human
AEU-9828,El Dorado,Gondola,2002-07-03,7/7/2002,USFS,670,Human
MMU-11097,Merced,Cottonwood,2002-07-04,7/4/2002,CDF,1000,Undetermined
MMU-11097,Merced,Cottonwood,2002-07-04,7/4/2002,CDF,1000,Undetermined
MMU-11533,Mariposa,White,2002-07-09,7/10/2002,CDF,300,Smoking
MMU-11533,Mariposa,White,2002-07-09,7/10/2002,CDF,300,Smoking
LMU-2109,Lassen,BLM #596,2002-07-12,7/13/2002,BLM,4500,Lightning
LMU-2109,Lassen,BLM #596,2002-07-12,7/13/2002,BLM,4500,Lightning
LMU-2073,Lassen,Black,2002-07-12,7/13/2002,BLM,300,Lightning
LMU-2073,Lassen,Black,2002-07-12,7/13/2002,BLM,300,Lightning
SRF-3560,Del Norte,Sour Biscuit-Zone 2,2002-07-13,8/2/2002,USFS,28772,Lightning
SRF-3560,Del Norte,Sour Biscuit-Zone 2,2002-07-13,8/2/2002,USFS,28772,Lightning
SKU-2739,Siskiyou,Mussolini,2002-07-13,7/16/2002,CDF,3260,Equip. Use
SKU-2739,Siskiyou,Mussolini,2002-07-13,7/16/2002,CDF,3260,Equip. Use
MVU-5177,San Diego,Garnet,2002-07-13,7/16/2002,USFS/CDF,1166,Undetermined
MVU-5177,San Diego,Garnet,2002-07-13,7/16/2002,USFS/CDF,1166,Undetermined
LMU-3180,Lassen,BLM #587,2002-07-13,7/20/2002,BLM,500,Lightning
LMU-3180,Lassen,BLM #587,2002-07-13,7/20/2002,BLM,500,Lightning
LMU-2124,Modoc,Knox/Annie,2002-07-14,7/14/2002,BLM,300,Lightning
LMU-2124,Modoc,Knox/Annie,2002-07-14,7/14/2002,BLM,300,Lightning
BDU-6371,Inyo,Inyo Complex,2002-07-15,7/16/2002,USFS,6550,Lightning
